Coins,Symbols,Mentions this week,Mentions last week,Mentions two weeks ago,Mentions three weeks ago,Mentions four weeks ago,Sentiment this week,Sentiment last week,Sentiment two weeks ago,Sentiment three weeks ago,Sentiment four weeks ago,Price this week,Price last week,Price two weeks ago,Price three weeks ago,Price four weeks ago,Percent change this week
Elrond,EGLD,19,27,21,21,33,0.48305,0.48548749999999996,0.20309,0.41979999999999995,-0.19636666666666666,158.69645,211.319206,194.639668,167.797968,141.219139,-25.1
COCOS BCX,COCOS,10,1,4,6,12,0.0,0.0,0.0,0.0,0.0,0.739132,1.216196,1.460978,1.492408,1.287243,-38.72
Contentos,COS,5,1,1,3,2,0.31715,0.0,0.0,0.0,0.0,0.025369,0.039848,0.041313,0.039572,0.039708,-35.47
Hedera Hashgraph,HBAR,122,140,130,154,166,0.3448,0.174075,0.188075,0.46914999999999996,0.24102500000000002,0.256892,0.350063,0.339585,0.35241,0.345471,-26.83
Handshake,HNS,16,12,13,2,5,0.69645,0.1081,0.0,0.0,0.0,0.564138,0.681798,0.685151,0.589938,0.334502,-18.83
Orchid Protocol,OXT,8,16,10,9,16,0.617375,0.0,0.0,0.0,0.0,0.558046,0.863884,0.817896,0.73598,0.723771,-34.45
Perlin,PERL,8,9,14,9,11,0.0,0.0,0.0,0.0,0.0,0.106237,0.19711,0.222741,0.174676,0.147142,-46.0
WazirX,WRX,171,93,139,15,24,0.013566666666666671,0.78375,0.12545714285714285,0.6244000000000001,0.6466999999999999,2.614959,3.408336,3.568043,1.715718,0.475699,-24.57
Kava,KAVA,11,8,8,9,6,0.39825,0.0,0.3419875,0.1149,0.0,4.374474,6.679436,7.249596,7.044416,5.190077,-33.6
Origin Protocol,OGN,37,88,66,51,25,0.5251687500000001,0.62787,0.3993625,0.32684499999999994,0.5275214285714286,1.604119,2.277761,2.959966,1.84122,0.928476,-29.52
DigitalBits,XDB,20,11,7,10,5,0.38417749999999995,0.47595000000000004,0.5073714285714286,0.4765849999999999,0.47397999999999996,0.068752,0.07698,0.082032,0.086739,0.071904,-14.11
Band Protocol,BAND,29,29,15,16,11,0.21847000000000003,0.26613000000000003,0.26940714285714285,0.15783333333333335,0.4998,14.760371,20.968251,17.430193,16.143329,12.727572,-30.03
EOSDT,EOSDT,6,13,2,11,15,0.0,0.0,0.0,0.0,0.0,0.999922,0.994641,0.995518,0.997212,1.013978,1.84
Akropolis,AKRO,6,6,8,10,4,0.0,0.0,0.0,0.34505,0.4851,0.039845,0.067127,0.078753,0.073606,0.05193,-40.74
VERAsity,VRA,192,215,144,149,97,0.5934,0.0,0.0,0.0,0.0,0.029048,0.050947,0.040779,0.036321,0.018283,-44.33
Verus Coin,VRSC,6,2,1,4,2,0.0,0.0,0.0,0.0,0.49995,1.517976,1.326073,0.895973,0.820303,0.776398,31.49
Chromia,CHR,5,3,4,7,4,0.0,0.34485,0.0,0.0,0.0,0.215817,0.440629,0.362413,0.384898,0.399472,-50.86
BetProtocol,BEPRO,1,1,3,1,7,0.354125,0.632475,0.48645,0.4993,0.5029166666666667,0.010524,0.01436,0.017925,0.026427,0.025239,-25.24
Banano,BAN,710,268,245,300,316,0.4711078947368421,0.2732625,0.42882999999999993,-0.029894999999999994,0.384925,0.014006,0.008797,0.012163,0.007259,0.009287,52.34
Nyzo,NYZO,4,1,1,3,2,0.0,0.0,0.0,0.0,0.0,1.012937,0.565605,0.490758,0.479827,0.452637,68.46
Compound Ether,CETH,23,14,8,6,1,0.49965,0.0,0.48465,0.0,0.4997,46.828486,48.749076,41.511249,42.772756,34.200217,-0.39
Single Collateral DAI,SAI,40,48,39,27,23,0.8182,0.0,0.0,0.0,0.51125,,,,,,0.0
SafeCapital,SCAP,9,12,2,2,1,0.43185000000000007,0.4723333333333333,0.4994,0.6583749999999999,0.4851,0.061123,0.081312,0.082531,0.052714,0.022269,-19.44
FIX Network,FIX,15,12,6,10,7,0.33361,0.48850416666666674,0.35196666666666676,0.16964,0.26315000000000005,,,,,,-18.77
Charg Coin,CHG,22,18,17,10,4,0.39681818181818185,0.33361111111111114,0.4899588235294118,0.4967599999999999,0.3456375,0.097374,0.17648,1.610708,0.870346,0.216998,-34.46
Safe Haven,SHA,11,5,5,10,3,0.5006272727272727,0.298125,0.4553,0.4235428571428571,0.59285,0.00767,0.01201,0.013388,0.01213,0.009117,-34.38
HEX,HEX,35,38,39,34,46,-0.4988,0.0,0.83045,0.0,0.0,0.016779,0.018943,0.020964,0.016998,0.01497,-9.98
Swap,XWP,1,1,38,1,20,0.3490702970297031,0.3276163043478261,0.30870263157894745,0.2907068181818182,0.28291999999999995,0.21525,0.062346,0.04078,0.044841,0.036448,154.19
LCX,LCX,12,13,2,19,10,0.0,0.0,0.0,0.0,0.0,,0.070051,0.079334,0.078398,0.121642,14.2
DREP,DREP,7,9,13,40,14,0.0,0.0,0.8382499999999999,0.07276666666666666,0.0,1.278455,1.957042,2.643975,2.840916,0.022946,-34.14
Cartesi,CTSI,12,18,37,17,23,0.0,0.0,0.16770000000000002,0.0,0.0,0.481513,0.609241,0.595486,0.38258,0.345148,-21.26
KardiaChain,KAI,25,13,38,10,35,0.0,0.0,0.0,0.25875,0.0,0.099597,0.128838,0.130198,0.106642,0.096373,-23.13
Thorchain,RUNE,24,68,15,4,1,0.43565,0.30282857142857145,0.44514,0.7174,0.0,12.64501,14.600334,11.914376,8.410099,5.932848,-13.87
Binance USD,BUSD,14,7,5,11,3,0.3331035714285714,0.5130600000000001,0.48031666666666667,0.21161666666666668,0.47176428571428575,0.98848,1.001236,1.015091,1.001732,1.003753,0.16
Nervos Network,CKB,84,72,69,153,92,0.0,0.3982,0.4828,0.31845,0.0,0.023468,0.028324,0.030651,0.035147,0.02599,-16.92
Bitcoin 2,BTC2,10,4,6,5,8,0.3481360294117647,0.4607440000000002,0.2882302325581395,0.33035819672131145,0.26421851851851846,0.700749,0.879419,0.949177,1.049201,1.180451,-16.72
Ultra,UOS,1,4,2,3,3,0.5217888888888889,0.028433333333333338,0.48375,0.48415,0.4851,0.467313,0.555205,0.580132,0.643726,0.642975,-15.49
Kadena,KDA,17,18,11,22,18,0.0,0.3953,0.0,0.0,0.0,0.930512,1.221854,1.818351,0.63096,0.67998,-24.59
Privacy,PRV,2,2,36,2,3,0.33124912280701746,0.4004196428571428,0.26222916666666657,0.31030749999999996,0.47128999999999993,2.420567,2.901058,2.880982,3.040285,2.931017,-14.52
yearn.finance,YFI,29,13,15,18,8,0.25991250000000005,0.6427750000000001,0.464275,0.0,0.49975,42460.715355,53167.895002,46011.957069,39413.048886,33272.309787,-20.39
ChainX,PCX,19,46,4,5,23,0.37159999999999993,0.4174804347826086,0.41753499999999993,0.3262321428571429,0.44191666666666674,10.122235,13.404558,14.937484,14.647597,14.202299,-23.29
Boom Token,BOOM,5,3,2,1,1,0.47565,0.40005,0.54295,0.58475,0.4982,,,,,,0.0
Crypto Sports,CSPN,1,1,11,1,3,0.31611153846153844,0.5210888888888889,0.3687363636363637,0.3419166666666667,0.5927666666666666,0.331665,0.80564,0.863063,0.808147,0.313361,-57.16
Dapp.com,DAPPT,41,12,13,9,8,0.48905,0.55035,0.6955399999999999,0.6017333333333333,0.37048000000000003,0.006022,0.00941,0.008358,0.010095,0.005868,-35.12
ESBC,ESBC,8,16,38,21,26,0.0,0.0,0.0,0.0,0.0,0.022329,0.021996,0.024181,0.023167,0.025749,16.68
Switch,ESH,46,28,23,26,13,0.3312869565217392,0.31563749999999996,0.3748804347826087,0.3036576923076924,0.4201769230769231,0.028519,0.037118,0.030492,0.033727,0.029089,-21.88
Evedo,EVED,2,5,2,1,2,0.0,0.0,0.0,0.0,0.0,0.467114,0.540267,0.760745,0.781857,0.541202,-27.58
HUNT Token,HUNT,5,5,10,1,1,0.6077,0.0,0.4239,0.49915,0.194,0.303594,0.484158,0.583661,0.758964,0.388444,-37.34
ImageCoin,IMG,10,7,2,7,3,0.446915,0.45112142857142856,-0.149225,0.02379285714285714,0.4458166666666667,0.027689,0.039283,0.03663,0.040876,0.054957,15.18
Infinito,INFT,69,60,63,67,75,0.0,0.34,0.0,0.0,0.0,0.001343,0.001702,0.002106,0.001975,0.001832,-27.58
ngot,NGOT,3,2,4,1,6,0.0,0.0,0.0,0.0,0.0,0.000117,0.000122,0.000104,0.000128,0.000256,-0.43
Note Blockchain,NTBC,20,16,1,10,1,0.52013,0.49690625,0.6628357142857144,0.518215,0.5088714285714285,0.000187,2.7e-05,,3.7e-05,2.3e-05,-69.8
SafeCoin,SAFE,35,9,25,33,31,0.3195651376146789,0.3961347826086956,0.43644736842105264,0.36224615384615383,0.23689166666666667,0.181276,0.221782,0.166091,0.212288,0.118549,-12.15
TCASH,TCASH,2,5,4,2,5,0.0,0.0,0.0,0.0,0.0,0.006796,0.009073,,0.008943,0.008755,-20.49
TOKPIE,TKP,10,3,1,3,7,0.0,0.0,0.0,0.0,0.0,0.006009,0.006938,0.006637,0.004417,0.004958,-11.84
win.win,TWINS,85,63,47,29,23,0.47467705882352945,0.46918174603174617,0.41850851063829786,0.33631724137931035,0.5306869565217391,0.0,0.0,0.0,0.0,0.0,-19.0
VeriSafe,VSF,49,29,17,19,7,0.3463561224489796,0.40101896551724137,0.48084411764705887,0.39360789473684205,0.5133214285714286,2.1e-05,4.9e-05,,,,-54.44
Wownero,WOW,18,23,4,7,5,0.0,0.0,0.0,0.0,0.0,0.156362,0.228011,,0.069362,0.069583,484.89
Compound USD Coin,CUSDC,2,4,2,2,1,0.810225,0.49970000000000003,0.5567000000000001,0.30595,0.4997,0.0,,,,0.018448,87.36
PAX Gold,PAXG,17,23,17,12,17,0.7939499999999999,0.33485,0.0,0.47805,0.0,1793.658992,1792.652142,1760.426823,1741.96296,1746.185687,0.45
Idena,iDNA,6,7,3,12,5,0.0,0.0,0.0,0.0,0.0,0.178018,0.19076,0.156128,0.162377,0.163586,-0.54
Decentr,DEC,73,61,53,42,20,0.4241767123287672,0.39714426229508193,0.41562169811320754,0.42696190476190476,0.40578499999999995,0.253526,0.309622,0.339738,0.42322,0.394121,-15.23
UMA,UMA,2,1,1,2,1,0.6161625000000001,0.78575,0.0,0.6429,0.48517499999999997,22.670115,29.14017,24.76031,25.522556,22.880599,-19.95
pNetwork,PNT,6,1,2,1,1,0.0,0.0,0.0,0.0,0.0,1.347832,2.226454,2.545372,2.816995,2.171812,-39.64
Avalanche,AVAX,21,26,14,14,21,0.04915999999999998,0.40216250000000003,0.33113333333333334,0.26003333333333334,-0.15835,22.960924,35.526212,31.625895,29.01102,28.283985,-35.41
Rarible,RARI,424,434,489,614,821,0.4993,0.5486,0.42198749999999996,0.5631299999999999,-0.7764,19.758849,25.550315,32.392299,34.12938,30.681226,-20.9
StormX,STMX,159,142,112,136,226,0.15060312500000003,0.41532142857142856,0.51605,0.2237666666666667,0.655825,0.039062,0.066084,0.085578,0.079006,0.056772,-41.74
STRONG,STRONG,97,49,34,2,24,0.3589046391752579,0.4790224489795918,0.5182397058823529,0.3361847826086956,0.41887708333333323,150.392058,189.263921,183.543632,124.433258,76.619287,-18.62
DeFiChain,DFI,21,9,9,8,8,0.45617142857142856,0.46134444444444456,0.5277666666666666,0.28775625,0.32475,,3.745002,3.45855,3.387414,3.015258,-12.11
Trustswap,SWAP,41,24,11,15,14,0.19365000000000002,0.0,0.6558999999999999,0.5814,0.0,3.90956,4.54552,4.222221,4.553692,4.140025,-13.46
Balancer,BAL,4,54,5,51,7,0.3312744047619048,0.2246962962962964,0.29301447368421063,0.2727274509803921,0.3302318181818181,49.400675,63.738781,52.007853,61.29581,52.637977,-22.25
BitCash,BITC,2,13,18,1,1,0.41813372093023254,0.42419117647058824,0.45470555555555564,0.4296264705882353,0.5821388888888889,0.036778,0.017403,0.01208,0.015504,0.010109,118.59
MANTRA DAO,OM,14,28,23,14,16,0.0,0.0,0.0,0.0,0.0,0.266163,0.428043,0.483326,0.493538,0.445426,-38.01
Serum,SRM,8,2,1,5,1,0.39902499999999996,0.0,0.0,0.0,0.0,5.552967,6.695369,7.063458,5.955241,4.615392,-16.23
Polkadot,DOT,37,78,57,57,71,0.37251875,0.33678870967741936,0.15823333333333334,0.23745952380952384,0.4081555555555555,31.497487,41.710976,41.040554,41.04188,33.151067,-24.55
Hive,HIVE,7,7,4,2,6,0.20847499999999997,-0.109275,0.37928333333333336,0.013866666666666647,0.7966500000000001,0.447265,0.633819,0.761829,0.886465,0.541681,-29.23
JUST,JST,84,61,49,37,19,0.3425339285714287,0.4204991803278688,0.3331969387755102,0.3095581081081081,0.47201052631578944,0.101571,0.172679,0.144205,0.131478,0.089803,-40.63
Keep Network,KEEP,5,12,4,2,10,0.49583404255319147,0.5117968749999999,0.32354782608695654,0.31769,0.3230958333333334,0.480422,0.711374,0.780215,0.709584,0.586128,-31.24
Sylo,SYLO,33,24,31,12,8,0.49605,0.0,0.0,0.4354,0.0,0.008763,0.01018,0.008379,0.009586,0.00668,-17.38
Sushi Swap,SUSHI,152,61,97,82,102,0.5139333333333332,0.78575,0.46596000000000004,0.4993,0.4527333333333334,11.342384,16.313777,14.596264,16.415133,16.828546,-29.36
Orion Protocol,ORN,67,76,54,75,51,0.18267000000000003,0.41664999999999996,0.0,0.24985,0.0,11.479437,15.79888,18.542911,18.94789,25.230272,-25.86
GROWTH DeFi,GRO,6,4,2,2,1,0.5119166666666667,0.4776500000000001,0.56816,0.41445,0.51125,27.874208,34.559538,34.9353,28.46497,20.92671,-16.8
Cream Finance,CREAM,4,3,4,1,2,0.36979999999999996,0.6827,0.0,0.1909,0.0,94.458385,157.528796,152.815117,147.984337,115.831953,-39.11
renBTC,RENBTC,32,19,13,19,18,0.7749250000000001,0.61615,0.0,0.393,0.0,50541.002451,62009.219999,58463.044393,59279.211683,55113.75376,-14.45
ShareToken,SHR,23,24,17,19,23,0.4032096153846153,0.46739750000000013,0.48641599999999996,0.3886761904761905,0.43426176470588235,0.064693,0.078052,0.074631,0.086013,0.088036,-19.94
Kusama,KSM,39,47,62,54,35,0.24489999999999998,0.21466666666666667,0.16143125,0.0,0.2248,323.348546,448.400907,451.607132,450.25839,448.88657,-27.79
Unitrade,TRADE,5,6,3,3,3,0.0,0.0,0.0,0.0,0.0,0.693721,0.751233,0.76289,0.662313,0.657657,-6.12
DEXTools,DEXT,693,250,236,239,256,-0.059274999999999994,0.0,0.0,0.5573750000000001,0.0,0.594027,0.66209,0.707463,0.703366,0.665886,-6.93
The Sandbox,SAND,84,81,102,82,101,0.0,0.15487499999999998,0.6174,0.6148374999999999,-0.3276,0.405505,0.711764,0.745235,0.810885,0.629757,-44.84
Reserve,RSV,2,1,16,28,12,0.3211972972972973,0.26216874999999995,0.266415625,0.2657285714285715,0.3113666666666667,0.985471,1.003999,0.998944,1.025185,1.044408,0.92
Super Zero,SERO,3,5,4,2,3,0.27358333333333335,0.43496000000000007,0.45955,0.5,0.5846,0.299261,0.345941,0.393594,0.197622,0.128424,-13.29
MX Token,MX,5,6,2,2,7,0.0,0.0,0.0,0.0,0.0,1.038514,0.996367,0.953979,0.678528,0.511661,2.87
Sora,XOR,10,26,11,13,7,0.0,0.0,0.0,0.0,0.0,480.093926,489.354377,846.984376,656.437411,482.04624,0.42
lien,LIEN,3,14,9,5,1,0.0,0.0,0.0,0.0,0.0,42.114272,54.507794,51.246005,64.107848,104.50146,-21.83
Frontier,FRONT,10,2,8,2,3,0.35283,0.28305,0.83685,0.281275,0.38841666666666663,1.753884,2.906848,3.518215,2.646161,2.79683,-38.62
DoYourTip,DYT,44,22,20,20,14,0.42406363636363636,0.3895909090909091,0.4135224999999999,0.4066199999999999,0.31565000000000004,0.570652,0.542359,0.564303,0.748819,0.506311,8.87
PhoenixDAO,PHNX,28,6,10,9,2,0.0,0.0,0.0,0.0,0.0,0.181028,0.209082,0.213012,0.09483,0.096047,-8.12
Uniswap,UNI,130,126,114,96,161,0.2673954545454546,0.4220210000000001,0.3095818181818182,0.2711457446808512,0.3098950000000001,31.983558,36.264547,29.679422,30.212923,28.942958,-11.31
Libertas Token,LIBERTAS,8,19,19,11,15,0.0,0.0,0.0,0.0,0.0,0.02324,0.027822,0.027706,0.037169,0.04677,-12.18
Bridge Oracle,BRG,35,31,6,1,1,0.36683333333333334,0.0,0.4976833333333333,0.4993,0.4998,0.142348,0.225319,0.275216,0.0,0.0,-36.2
Solana,SOL,115,78,81,49,29,0.40576874999999996,0.10259166666666669,0.2952,0.24175000000000002,-0.32794999999999996,36.098615,25.360228,27.754016,19.76193,14.797852,43.28
Arweave,AR,9,15,9,5,9,0.0,0.0,0.0,0.297875,0.3835,20.117079,25.958262,30.23244,28.842204,26.585231,-22.69
Based Money,BASED,87,45,38,1,23,0.3854862068965517,0.3525177777777777,0.4052263157894737,0.37111184210526316,0.3956152173913043,0.569935,1.772569,1.458609,1.629824,2.061319,-66.45
Rio DeFi,RFUEL,16,31,18,9,20,0.0,0.0,0.0,0.0,0.0,0.09846,0.123811,0.135462,0.150872,0.151867,-20.19
Polkastarter,POLS,76,67,87,61,63,0.28815,0.0,0.6558999999999999,0.0,0.49725,2.441103,3.641033,4.192145,4.192158,3.930124,-33.18
Kompass,KOMP,4,5,12,4,1,0.0,0.0,0.0,0.0,0.0,0.000299,0.000381,0.000537,0.001979,0.000417,-15.39
Aave,AAVE,178,150,145,190,131,0.34925535714285705,0.5231264705882355,0.452953125,0.25364642857142855,0.5433,331.651308,442.122271,360.24599,420.254611,359.113089,-23.68
DODO,DODO,5,3,1,5,3,0.22346666666666667,0.47225,0.49995,0.4814,0.0,2.841037,4.705954,4.037494,3.978142,3.428687,-39.65
Hathor,HTR,7,3,3,9,2,0.0,0.0,0.0,0.0,0.0,1.11821,1.759414,1.655848,1.407897,1.471338,-36.47
Dark.Build,DARK,1,3,2,1,1,0.8182,0.1731,0.49365,0.49065,0.79235,8.035375,13.914301,15.356907,50.565684,77.908662,-40.47
Venus,XVS,18,26,12,9,5,0.351325,-0.3062,0.1947,0.0,0.0,66.854127,83.834396,63.553681,57.939734,41.481476,-20.76
Dracula Token,DRC,13,4,7,16,9,0.0,0.0,0.0,0.0,0.0,0.21614,0.158026,0.249608,0.300394,0.950094,856.4
DeFiner,FIN,2,2,2,1,1,0.14137500000000003,0.441725,0.24835,0.4001,0.0,0.286001,0.547778,0.792885,0.942052,0.637356,-48.61
Digital Reserve Currency,DRC2,7,9,3,5,11,0.16398000000000001,0.11478000000000002,0.49887999999999993,0.23228999999999997,0.49385,0.008703,0.011034,0.011698,0.016281,0.024279,-17.26
Rubic,RBC,14,10,8,14,8,0.30422499999999997,0.46655,0.0,0.0,0.0,0.331681,0.369073,0.373331,0.532918,0.313063,-1.64
Tixl,TXL,5,4,2,5,7,0.0,0.0,0.0,0.0,0.0,0.45077,0.533677,0.627064,0.632348,0.645208,-13.11
PlotX,PLOT,16,15,10,11,5,0.21594375000000002,0.40156249999999993,0.57065,0.12040000000000002,0.4390333333333334,0.206053,0.236075,0.330942,0.268912,0.215465,-10.97
Gala Token,GALA,13,4,9,4,8,0.0,0.0,0.0,0.5641,0.0,0.021602,0.024176,0.027118,0.025764,0.027125,-7.44
JustLiquidity,JUL,12,1,30,2,16,0.2228,0.3871243243243244,0.3057516666666667,0.3536421052631578,0.2871625,75.002866,115.682942,119.968522,168.858952,155.131097,-29.53
Harvest Finance,FARM,48,54,31,10,10,0.51715,0.56185,0.17465,0.6160333333333333,0.0,208.166035,315.218533,240.389888,292.380057,256.787117,-32.28
EasyFi,EASY,16,13,1,33,21,0.36190625,0.57145625,0.3898857142857143,0.47633333333333333,0.49976666666666664,2.384753,27.628445,34.030714,24.584014,20.120263,-53.6
RAMP,RAMP,11,1,2,3,3,0.5769181818181818,0.32266999999999996,0.44884999999999997,0.392505,0.4853083333333333,0.435857,0.685511,0.951028,0.687074,0.652386,-34.98
UniCrypt,UNCX,70,50,69,5,8,0.0,0.0,0.0,0.0,0.0,452.462128,491.650229,403.329348,402.98182,299.856087,-7.71
Chonk,CHONK,7,9,7,2,2,0.0,0.0,0.0,0.0,0.0,154.806665,188.821417,203.747538,279.509775,110.023272,-15.03
UnFederalReserveToken,ERSDL,1,5,3,2,6,0.0,0.0,0.0,0.0,0.0,,0.725685,0.62519,0.591209,0.39273,-2.05
Meme,MEME,2,14,3,15,2,0.2712724770642203,0.30855075757575756,0.3174888888888888,0.40083750000000007,0.2696138888888889,1650.580513,2723.568243,2668.173719,2954.359937,2709.695051,-42.72
Near Protocol,NEAR,16,18,10,8,8,0.4826625,0.29723333333333335,0.33673571428571425,0.35315,0.39671,4.472155,5.965141,6.476186,5.98827,5.491076,-24.32
Injective Protocol,INJ,24,13,8,9,13,0.0,0.0,0.249975,0.0,0.0,17.615579,13.809028,15.250111,13.258962,11.651551,25.23
UniLayer,LAYER,1,10,1,10,11,0.65375,0.0,0.49995,0.0,0.0,2.30913,2.953378,1.707227,1.623183,1.706624,-23.88
AllianceBlock,ALBT,3,4,10,7,6,0.143625,0.7921499999999999,0.0,0.0,0.505825,0.637219,0.817403,0.876315,0.740185,0.58664,-21.9
Axie Infinity,AXS,39,32,56,80,62,0.4938,0.30974999999999997,0.16770000000000002,0.3499,0.0,7.425026,7.766132,8.587629,5.669312,4.530943,-4.86
Hard Protocol,HARD,2,1,3,2,1,0.41115769230769234,0.25241,0.50398125,0.28152857142857146,0.50156,1.332383,2.082428,2.288204,2.187779,2.092284,-35.12
Linear.Finance,LINA,17,25,18,11,18,0.0,0.0,0.0,0.4997,0.49982499999999996,0.077992,0.124425,0.133277,0.139725,0.130909,-35.71
Testa,TESTA,82,76,85,85,109,0.0,0.0,0.0,0.0,0.0,0.400637,0.451685,,,0.345408,-11.13
Beowulf,BWF,74,60,72,52,62,0.0,0.0,0.0,0.0,0.0,,0.069395,,,,0.0
APY.Finance,APY,2,2,2,5,5,0.3453625,0.410075,0.499925,0.57084,0.49494,1.321029,1.681415,1.761801,1.958056,1.803447,-20.76
SwapDEX,SDX,20,5,7,6,4,0.5217225000000001,0.45064000000000004,0.6346571428571429,0.5508166666666666,0.5109875,0.280223,0.201325,0.18246,0.404881,0.142622,44.44
Axion,AXN,36,22,10,21,17,0.0,0.0,0.0,0.0,0.0,0.000331,0.000349,0.000429,0.000524,0.000416,-3.26
Flow,FLOW,1,20,21,11,15,0.35048461538461556,0.40915000000000007,0.3633666666666666,0.3939681818181819,0.4606166666666667,27.455053,0.0,0.0,0.0,0.0,-24.83
e-Radix,EXRD,12,17,21,19,81,0.0,0.0,0.0,0.0,0.0,0.135374,0.148683,0.147687,0.149154,0.162106,-9.36
reflect.finance,RFI,16,1,2,1,2,0.6642333333333333,0.5467500000000001,0.53015,0.57655,0.4996,0.412711,0.689349,0.888237,1.090609,0.987927,-36.54
COVER Protocol,COVER,6,2,1,2,7,0.5653900000000001,0.4645875,0.49995,0.33572499999999994,0.4997,386.846647,488.690004,449.895418,564.036121,613.886621,-19.03
Debase,DEBASE,59,60,65,74,63,0.21084999999999998,0.0,0.0,-0.23455,0.27698333333333336,,,,,,-74.05
LOVE Coin,LOVE,89,66,41,32,20,0.385641011235955,0.4115484848484847,0.4550280487804879,0.403625,0.47208249999999996,0.0,0.0,0.0,0.0,0.0,
Klever,KLV,43,61,58,62,70,0.0129,0.18136666666666668,0.2174,0.46785,0.18885000000000002,0.067598,0.090419,0.093829,0.101165,0.110259,-24.37
CryptoWater,C2O,30,10,9,2,2,0.32028500000000004,0.557295,0.2390888888888889,0.654625,0.4622,,,,,5.721122,0.0
Action Coin,ACTN,34,19,20,1,5,0.37890588235294104,0.27370789473684215,0.266795,0.5576944444444445,0.58134,0.000443,0.000462,0.000849,0.000384,0.000393,0.12
88mph,MPH,5,6,6,3,4,0.0,0.0,0.7289,0.0,0.0,112.826462,169.381255,118.879746,175.231637,150.458127,-32.22
Benchmark Protocol,MARK,14,3,6,6,7,0.0,0.49985,0.0,0.4997,0.0,1.327908,1.287678,1.353882,1.490588,1.569044,9.26
UniLend Finance,UFT,37,42,57,91,68,0.6582250000000001,0.0,0.0,0.0,0.49905,1.139383,2.002897,2.580448,2.538856,2.964158,-43.49
OPEN Governance Token,OPEN,3,3,15,1,2,0.6548125,0.6064625,0.545245,0.26131000000000004,0.50451,1.804256,2.09963,2.628284,2.050407,1.456651,-11.73
Carbon,CRBN,2,7,6,4,4,0.31645625,0.4325285714285715,0.06655000000000001,0.573725,0.10216249999999999,0.246706,0.295072,0.222573,0.0,0.0,-12.61
API3,API3,31,12,14,15,8,0.0,0.0,0.0,0.0,0.0,7.200151,9.026165,8.830748,8.368041,5.992833,-23.41
Unifi Protocol DAO,UNFI,1,7,3,4,1,0.0,0.0,0.0,0.0,0.0,20.881008,30.460709,26.133584,24.883185,25.14944,-31.3
Skale,SKL,54,43,36,33,11,0.412925,0.0,0.4706,0.3507,0.19175,0.471632,0.709625,0.681578,0.748421,0.581652,-32.51
Base Protocol,BASE,2,6,1,5,5,0.45177173913043467,0.4502633333333333,0.4491714285714286,0.3206617647058823,0.5352541666666667,1.673591,2.166783,1.916325,2.081145,1.86323,-20.79
SmartKey,SKEY,1,18,17,15,8,0.425758,0.5615749999999999,0.3761764705882352,0.4938933333333333,0.47766875000000003,0.270957,0.0,0.0,0.0,0.0,14.57
Efforce,WOZX,7,10,2,1,4,0.4976,0.42885,0.0,0.0,0.0,1.569782,2.040738,1.728414,1.765215,1.978825,-23.58
YieldCredit,YLD2,1,5,1,3,3,0.0,0.5764699999999999,0.49995,0.49420000000000003,0.6114499999999999,36.605476,0.0,0.0,0.0,0.0,0.0
inSure,SURE,84,56,2,1,25,0.3645220238095238,0.39017946428571426,0.39800232558139537,0.37852317073170727,0.358594,0.003954,0.006095,0.007035,0.007721,0.005367,-31.57
Yield App,YLD,9,5,5,5,2,0.43723333333333336,0.499575,0.41796,0.6036,0.582175,0.608938,0.0,0.0,0.0,0.0,3.35
Decentral Games,DG,2,15,8,5,2,0.5494236842105263,0.37416000000000005,0.5690999999999999,0.4968,0.57835,301.192391,0.0,0.0,0.0,0.0,-21.42
GeoDB,GEO,16,7,15,47,17,0.0,0.0,0.0,0.0,0.0,0.838306,1.123817,1.601258,1.920196,1.696246,-26.61
MEME CASH Token,MCH,4,1,2,2,1,0.08983749999999999,0.48505,0.519925,0.5744,0.4996,4.944911,5.123425,5.348794,9.906803,9.375268,1.83
Hacken Token,HAI,1609,1676,12,27,13,0.0,0.0,0.0,0.0,0.0,0.22246,0.244713,0.402316,0.311327,0.194074,-4.02
DAO Maker,DAO,13,3,5,2,12,0.4648333333333334,0.588025,0.5386900000000001,0.3397,0.49755,6.99474,7.12474,6.60701,7.90057,7.372861,-0.34
Mirror Protocol,MIR,31,29,23,8,8,0.19734999999999997,0.46951666666666664,0.5509000000000001,0.4997,0.0,8.878691,8.83725,12.665587,8.806115,6.952569,-1.06
DeXe,DEXE,2,4,1,2,9,0.13375384615384614,0.4343625,0.17241428571428571,0.1829,0.36538333333333334,18.789112,25.491104,24.643619,22.647913,25.045187,-24.78
Bondly Finance,BONDLY,3,1,6,4,2,0.6053333333333333,0.49495,0.49931666666666663,0.355375,0.77785,0.269969,0.4609,0.644084,0.498112,0.489827,-37.45
Bonded Finance,BOND,2,5,3,2,5,0.6053333333333333,0.49495,0.49931666666666663,0.355375,0.77785,0.023937,0.031234,0.030697,0.047781,0.042104,-19.74
Unifty,NIF,21,12,13,9,4,0.0,0.0,0.0,0.0,0.0,24.957075,28.45079,31.386131,23.036889,20.62354,-7.16
TrueFi,TRU,13,1,1,2,1,0.4442576923076923,0.5540999999999998,0.6361,0.463675,0.63795,0.311824,0.427964,0.495355,0.465796,0.417886,-26.36
Governance ZIL,GZIL,21,17,28,23,47,0.0,0.0,0.0,0.0,0.0,262.971756,450.479907,534.995572,508.68496,411.887431,-41.57
