Coins,Symbols,Mentions this week,Mentions last week,Mentions two weeks ago,Mentions three weeks ago,Mentions four weeks ago,Sentiment this week,Sentiment last week,Sentiment two weeks ago,Sentiment three weeks ago,Sentiment four weeks ago,Price this week,Price last week,Price two weeks ago,Price three weeks ago,Price four weeks ago,Percent change this week
1inch,1INCH,23,27,41,14,30,0.4282849999999999,0.45709285714285713,0.2480818181818182,0.10922499999999997,0.0,4.205503,5.830972,6.129696,4.673942,4.009901,-27.54
Marlin,POND,10,32,44,13,13,0.0,0.0,0.0,0.0,0.0,0.129519,0.201596,0.24831,0.211143,0.151978,-34.08
DeFi Yield Protocol,DYP,1,4,7,8,7,0.65334,0.49734999999999996,0.49995,0.5470428571428572,0.5147625,1.999335,2.595963,2.579356,2.840792,2.795872,-20.68
Reef Finance,REEF,85,61,48,103,48,0.605975,0.0,0.0,0.0,0.0,0.03273,0.040149,0.038226,0.037972,0.036549,-18.16
DefiSocial,DFSOCIAL,6,1,5,2,2,0.3489,0.356425,0.6155499999999999,0.275475,0.5845,1036.333775,1018.486647,482.872824,346.567892,553.470614,4.23
Shopping.io,SPI,12,12,23,32,21,0.419625,0.49575,0.0,0.4955,0.7552000000000001,138.984396,168.310932,203.686877,230.840786,144.377358,-14.15
Wise,WISE,2,6,1,1,6,0.36851951219512186,0.49524285714285704,0.43306136363636355,0.4077125000000001,0.01752500000000002,0.484899,0.509961,0.431583,0.456417,0.35686,-0.53
The Graph,GRT,39,37,20,26,29,0.256365625,0.4098911764705882,0.40670000000000006,0.39242333333333335,0.3249944444444444,1.352924,1.995772,1.743314,1.88181,1.55338,-31.39
YFDAI Finance,YF-DAI,20,22,13,15,26,0.0,0.0,0.0,0.0,0.0,4625.147886,5183.339311,4616.419428,5428.235275,5362.605555,-4.76
Passive.Income,PSI,1,20,9,1,5,0.42167564102564103,0.37396250000000003,0.5460999999999999,0.5094866666666668,0.5571699999999999,260.974261,476.578487,508.994697,949.340301,125.43713,-44.97
PAID Network,PAID,3,1,9,1,5,0.4447045454545455,0.15806875,0.4817111111111111,0.45382777777777783,0.46859,3.053379,3.730908,5.007889,3.515513,1.21979,-15.85
Polkacover,CVR,2,19,8,3,7,0.0,0.0,0.0,0.0,0.0,0.396013,0.750937,0.575311,0.6912,0.627474,-44.93
Bridge Mutual ,BMI,8,3,14,17,8,0.6093999999999999,0.0,0.68935,0.10830000000000001,0.4997,1.804617,2.273483,2.31196,2.74822,2.775826,-15.09
Interop,TROP,17,14,9,9,14,0.0,0.0,0.0,0.0,0.0,27.906703,41.33286,40.927215,35.31803,29.041115,-30.27
PancakeSwap,CAKE,9489,5255,2880,1724,868,0.2809587837837838,0.42273888888888883,0.2554944444444444,0.23272142857142852,0.16789,25.840086,22.352251,24.028188,17.078334,14.779177,16.79
Crowns,CWS,21,43,6,17,5,0.134525,0.2603,0.33016666666666666,0.062049999999999994,0.51185,19.970009,26.90824,33.177098,35.332417,45.396797,-24.15
Paint,PAINT,51,26,14,40,69,0.26142000000000004,0.4732083333333333,0.40362777777777775,0.43688124999999994,0.19195,0.000942,0.001259,0.002235,0.002124,0.00337,-23.77
GoCrypto,GOC,10,2,41,53,21,0.31977108433734935,0.3559421568627451,0.3907658536585364,0.3524264150943397,0.3187214285714286,0.046843,0.049842,0.037125,0.036514,0.033678,-2.95
Litentry,LIT2,16,5,9,3,9,0.49965,0.7005,0.4921,0.0,0.0,7.604183,11.309096,12.055065,9.535583,8.971299,-32.66
Launchpool,LPOOL,17,44,39,29,16,-0.35625,0.4899,0.1366,0.0,0.0,17.37125,22.107896,26.03939,23.166296,21.040834,-18.89
Scala,XLA,112,120,80,95,118,0.0,0.0,0.0,0.0,0.0,0.00303,0.001159,0.000409,0.000394,0.000425,165.38
Akash Network,AKT2,17,12,22,9,15,0.49460000000000004,0.0,0.573875,0.4997,0.0,6.153223,6.742612,6.555965,5.288881,5.142026,-8.92
BSCPAD,BSCPAD,39,52,36,4,7,0.0,0.0,0.6506000000000001,0.0,0.0,3.161607,4.820633,5.291635,4.253846,4.577474,-35.62
Aavegotchi,GHST,6,13,11,10,7,0.0,0.57865,0.0,0.0,0.0,1.061094,1.170315,1.219258,1.349709,1.391312,-10.53
Dark.Build,DB,1,3,1,1,1,0.8182,0.1731,0.49365,0.49065,0.79235,0.0,0.0,0.0,0.0,0.0,
SafeMoon,SAFEMOON,13322,13,15,15,11,0.18259577922077921,0.4189230769230769,0.39232333333333336,0.3790633333333334,0.08791363636363636,7e-06,1e-06,0.0,1e-06,0.0,245.29
Defi For You,DFY,69,44,31,37,11,0.36734927536231887,0.4599613636363637,0.4915370967741936,0.4547121621621623,0.41779999999999995,0.178841,0.164755,0.161608,0.0,0.0,11.66
Persistence One,XPRT,2,2,5,4,1,0.48612,-0.107575,0.53542,0.4643625,0.79235,2.424698,0.0,0.0,0.0,0.0,-16.09
